Crowded dwellings,No piped water,Using public healthcare facilities,Poor health status,Failed to find healthcare when needed,No medical insurance,Household hunger risk,Benefiting from school feeding scheme,UTFVI,LST,NDVI,NDBI__mean,concern_he,cancer_pro,diabetes_p,pneumonia_,heart_dise,hypertensi,hiv_prop,tb_prop,covid_prop,60_plus_pr
-0.3109180694609596,-0.11248327407069775,-0.3521053946428911,-0.13235555594791387,-0.2567459623601106,-0.35105044195847507,-0.3492289229404026,-0.3267098486646455,-0.1817509706153588,-0.20512193298683148,0.30060427099937675,-0.2408709497421569,0.0982978746250197,0.07795613720390046,0.03636690574450473,0.04572319196529165,0.014938402913584494,-0.026979088365932793,-0.21634634778162862,-0.10590382995413768,0.1640349999830714,0.05294683179780166
-0.05632618270144715,-0.1910593485352358,0.07654222070067487,0.23086561151032656,0.016471312235555577,0.026580028879940196,0.10649033011073232,0.10633767853109087,-0.10799697945159929,-0.10566795733064895,0.03331617965248386,-0.017187902134155397,0.061004341981627803,0.35837588029385514,0.34397173883055365,0.2566378853340264,0.3624223855040803,0.4089693775011093,0.11630428107975412,0.27422940691594394,0.1988150461349874,0.3318278432729524
0.0429885851643114,-0.256855343319828,0.12301788835246943,0.0329821553917085,0.10619046012503296,0.10918032153435697,-0.02279535367888325,-0.03411394921200985,-0.580553246341959,-0.5527970046785392,-0.16740137314879858,0.06950258914577093,-0.39132340862295634,-0.01721497354507598,-0.03436956715257011,-0.02671782097250294,-0.0978564590343706,-0.1422648591112111,0.028266192244966785,0.07877554325722713,-0.07108957391974977,-0.1356339638004867
0.04805378138197304,0.20932396324119842,0.0019285069488412436,-0.0216327025991,0.040199684961146356,0.02503504480936766,0.058959534895939504,0.05802980750135873,0.08364276895082493,0.056140535387589244,0.22359977807404488,-0.3654921703844885,-0.3117642339753109,0.021408207158009823,-0.04186546359693949,0.4519149275444471,0.13181113520474233,-0.25619678621153685,0.19040849042146532,0.20635811759304118,0.32280079210262846,-0.42532511398143474
0.1645335707562132,0.42228929729090614,0.0561597350719034,0.145989624712709,-0.014613840324376957,0.02117393847507754,0.1898917520433914,0.1402084134914804,-0.23586430952200996,-0.2545418928119285,0.28364068410812726,-0.3636022665142282,0.27158973151794913,0.10527755016708949,-0.3207068700114535,-0.25151380382132876,-0.21701724620877832,0.2732294568956589,0.050828760339213526,0.06251769019404683,0.0005534927382482725,0.038374599776850114
-0.15289047838703232,-0.1823828014989987,-0.07371914002912029,-0.405315833162245,-0.13536052706839938,-0.10871546601820783,0.01977588180969942,0.05989368865989649,0.10627888452177918,0.099332387646608,0.06250332515395107,-0.0088957051812524,-0.22335752684163723,0.3449954969251906,-0.18574257379824655,-0.4264351652510596,0.13038398946023208,0.1377984397450727,0.35225252590111633,0.31508429453027226,-0.2073492870563013,-0.16363979738721346
-0.043859239415100885,0.30206097357878164,0.0585554273451828,-0.4557428250150627,0.07878220426387689,0.0887478044380577,-0.011533869553369085,0.026618509888705427,-0.18597734920342548,-0.16945235709835324,-0.04305095470444606,-0.037407013392682924,0.2872784538955401,-0.07464621350526242,0.30288858182492057,0.15512730208043274,0.3914288895269988,0.0737610574842861,0.12904710731122945,-0.24608372825656652,-0.36278339847934143,-0.20697870716780317
-0.10704860053137642,-0.24260087774654715,0.06995091903027525,0.33029490097913855,-0.20337509745821297,0.06474603227201055,0.11231373321359445,0.2560702698450155,0.06903570571786187,0.060978303520699426,0.15777498535389053,-0.3401039787436509,-0.2527214264406774,0.05705322551201725,0.216422984460722,-0.1705248432686409,0.062346571352730924,0.05096600821073877,0.013378001332087395,-0.574245910491127,-0.19349160187409725,-0.16126993340411414
-0.19458283669493034,-0.2918848607103612,-0.05367491501431103,0.06228490492659148,0.24957150127147976,-0.12358359556146328,0.03201903377425927,0.002060188152422014,-0.0245709478087803,-0.02138267381683239,-0.029163979127672008,0.08027296546398958,0.37779406039958585,-0.15450734886611633,0.07248932322463018,0.0031390021657833164,-0.3104160127310415,0.14233192730321878,0.5400594333946444,-0.13894144904965997,0.2885358515068748,-0.3170694569833316
0.10411988873021255,0.1117240385408704,-0.08353769040167458,0.08212458605139282,0.20390903671329727,-0.023553676384708695,-0.04001127208039889,-0.1645856094278476,0.05496324009847536,0.04182769850776348,0.05240800171644851,-0.05761073670675419,0.049359071349329875,0.5157754237082013,0.46011247911952635,0.0418013398277748,-0.4689310821060515,-0.24661585166409253,0.021613844173569947,0.11260179549694828,-0.3220462468699506,-0.04251343742796755
