Crowded dwellings,No piped water,Using public healthcare facilities,Poor health status,Failed to find healthcare when needed,No medical insurance,Household hunger risk,Benefiting from school feeding scheme,UTFVI,LST,NDVI,NDBI__mean,concern_he,cancer_pro,diabetes_p,pneumonia_,heart_dise,hypertensi,hiv_prop,tb_prop,covid_prop,60_plus_pr
-0.09419577749070919,-0.335609679653171,0.022606804160107463,-0.22725071799370689,0.4277580177002389,-0.0526771649618501,0.12179129443436278,0.15392047392690625,0.04641347009489466,0.028832872800547946,0.28450224031532545,-0.3300169033268092,-0.00993327374571244,-0.28449766790467407,-0.10252119030740021,0.18679517574462845,-0.09321897919006777,-0.0937673710130614,-0.0023018926140667938,0.10073687415835142,-0.30293651074577854,0.4042007048215841
-0.04141263433842881,0.07990435012386252,0.02728489144847124,-0.23835168607542087,-0.012101705287437571,-0.0062482858230079935,0.1123379565593376,0.1452563572078191,0.0032204342282874327,0.008695154592641632,0.0030573680266778864,-0.13016353692099134,-0.1433275477341484,-0.357825562625741,0.5606926288053022,-0.34180299839746636,-0.18951002659020005,0.1802842333871421,-0.2824609841098605,0.2756436014708527,0.26585514029822327,-0.09356955699317847
0.25671687142717475,-0.28340159676543475,0.09263273937429141,-0.48453264656509487,-0.04759516179230934,0.13733181314952736,0.10941113199299969,0.20574188607175872,0.00640588286368488,0.008783207328817157,-0.0534615462375263,-0.011670542408410004,0.10192760168273711,0.3762409578775715,-0.13048802574293175,0.20723562547025332,-0.22753877331583336,0.1248052997187188,-0.3242373978057282,-0.2600879725733333,0.2675142175755713,-0.09098861687253636
-0.12679933964727208,0.07459395736226936,-0.1051970660059114,0.10577685393757466,0.7291047330411226,-0.10307317409994662,-0.013204742970311028,-0.04508117630269548,0.02768963056990971,0.02725005034397509,0.03502564651407442,0.05476535666979561,-0.09055791199763462,0.20402121618570418,-0.10904069918276499,-0.24311714168785387,0.28625587085103327,0.1004994802308825,-0.3404929293921148,-0.13011375113290982,0.12820187767068003,-0.20923238090175938
0.03628761524648897,-0.20651249867885335,0.14411336628177188,0.03241674164556504,-0.049829346140284336,0.14539374474571393,0.09138500394146891,0.1125865986562291,-0.04239930715879907,-0.048403212662917014,0.09988802881865975,-0.06476239824671838,0.4363223375460983,0.08688256955817945,0.07042643584648141,-0.33844048782808145,0.28772138680288306,-0.6457197290235779,-0.043997006427835106,0.12387742217167608,0.19165336484588325,0.0087821122674164
0.02557740628353696,0.2681928538647571,-0.007433200528827431,-0.2276383142385809,0.12164701208425047,-0.06956181281625638,0.03891239015854858,-0.04490812824594229,-0.029776215829078516,-0.021664717884185638,-0.14718442065881754,-0.07538276514386094,-0.271646773851597,0.10951885147716259,0.08829559343352711,-0.17792216234857425,-0.014712684346400317,-0.19174840318707584,0.3689582903660523,-0.3721173842120376,0.35981508022237924,0.50732953032126
-0.797234464552574,0.22966043963202964,0.23742394095402583,-0.025267903994453885,-0.06372251253750122,0.15229089199425497,0.12987131632728313,0.22704520010331947,-0.030684166898411275,-0.02176430285369346,0.042580261003866145,0.2091430838115988,-0.014038226426581604,0.14187962334162169,-0.08408897859049615,0.12355978528999396,-0.1991030974606977,-0.11602510519550888,-0.11645936844205955,0.011329507174479923,0.021518256816643943,0.04586400386466663
-0.19595748184465586,-0.06696395839709415,0.24011459136537894,0.0004297039438624192,0.055132659465523114,0.40872105569449974,-0.23943894674083807,-0.3830925162598864,0.06818346617881299,0.11135720394257001,-0.42865426353300257,-0.5332544589482532,0.08407902263438588,0.02865919516425041,-0.08493976685749177,-0.06117928559033137,-0.022110338428105173,0.12151966985419886,-0.013119067736029376,0.07184810115228239,0.026042810091515718,0.002646203989193328
-0.08512215690791063,0.03814664115320255,-0.37684092220396276,0.07685163163712769,-0.0385598623193694,-0.3556082149003316,0.14832544623456925,0.39593813984085324,-0.0687278277818808,-0.004944586725218479,-0.6335811685812263,-0.27086200149575235,0.10022138670267602,0.04434357002945818,-0.059327819164515655,0.08193355073456103,0.016468280640428344,-0.11920382882089667,-0.08170204037698935,0.08753545364378602,-0.07654143249464129,-0.01457386224788567
0.008886966280731122,-0.024413092257163153,0.5844488797429724,-0.012447373475863716,-0.06078466521435726,-0.6040383477903373,0.37625364818880025,-0.3452131368400055,-0.0029816702143065903,0.039627804560069424,-0.08697609447648151,-0.05755489984330145,0.012337680417560228,0.018610708427706082,-0.006976186365091385,0.03335012604198437,0.032286784540880985,-0.015234199907054106,-0.08046825944990552,-0.02449321810920029,-0.03879708234111227,-0.06574685382682835
-0.08674035847090865,-0.05413056288570883,-0.4340117358840493,-0.025037273070880713,-0.06635285610268787,0.2885088961856525,0.7236334174069194,-0.42743360569646965,-0.007959076277891147,-0.02643546494667521,0.001060416215528796,0.021595781366490662,-0.014078058235139726,-0.030476482582601636,-0.010954998051243238,0.017015877147072273,0.035239734128254985,-0.002954824886447716,-0.03390612133702296,-0.035128181650913595,-0.01074691413917654,-0.007219607585409444
-0.009778722662920153,-0.001544356576904429,0.023420516826592533,-0.0012512865251624876,0.0009969471061569437,-0.016375486484533623,0.002449342601273091,0.003075346808518971,0.6966468079126367,-0.7134554087810839,-0.06767242839304269,-0.006320009285538696,0.0034805632354593923,-0.0031742672052043437,0.0010527867104472763,-0.001245570927651957,0.003949781468632045,0.003081018123091835,-0.005352377919484975,-0.000912453914772379,-0.005651174270012694,-0.001021032467110052
